word,score
cablegram,0.0
cabman,0.0
cabochon,0.15793
cabomba,0.0
cabomba caroliniana,0.0
cabombaceae,0.0
caboodle,0.0
caboose,0.0
cabot,0.0
cabotage,0.0
cabriolet,0.0
cabstand,0.0
cacajao,0.0
cacalia,0.0
cacalia javanica,0.0
cacalia lutea,0.0
cacao,0.0
cacao bean,0.0
cacao moth,0.0
cacao tree,0.0
cacatua,0.0
cacatua galerita,0.0
cachalot,0.0
cache,0.0
cachectic,0.0
cachet,0.20088
cachexia,0.21734
cachexy,0.21734
cachi,0.12208
cachinnate,-0.19821
cachinnation,-0.08901
cachou,0.0
cacicus,0.0
cacique,0.0
cackel,0.0
cackle,-0.021375
cackler,0.0
cackly,0.0
cacodaemon,-0.07357000000000001
cacodaemonic,-0.28345
cacodemon,-0.07357000000000001
cacodemonic,-0.28345
cacodyl,0.0
cacodyl group,0.0
cacodyl radical,0.0
cacodylic,0.0
cacoethes,-0.07997
cacogenesis,-0.33433
cacogenic,-0.19821
cacogenics,-0.19821
cacography,-0.39584
cacomistle,0.0
cacomixle,0.0
cacophonic,-0.38925
cacophonous,-0.38925
cacophony,-0.31859
cactaceae,0.0
cactus,0.0
cactus euphorbia,0.0
cactus family,0.0
cactus mouse,0.0
cactus wren,0.0
cacuminal,0.0
cad,-0.45446000000000003
cadaster,0.0
cadastral,0.0
cadastre,0.0
cadaver,0.0
cadaveric,0.0
cadaverine,-0.07997
cadaverous,0.1552
caddice fly,0.0
caddice-fly,0.0
caddie,0.0
caddis fly,0.0
caddis-fly,0.0
caddish,-0.33433
caddisworm,0.0
caddo,0.0
caddoan,0.0
caddoan language,0.0
caddy,0.0
cadence,0.0
cadenced,-0.28345
cadency,0.0
cadent,-0.28345
cadenza,0.0
cadet,0.0
cadetship,0.0
cadge,0.23008
cadger,0.21734
cadiz,0.0
cadmium,0.0
cadmium cell,-0.07997
cadmium orange,0.0
cadmium sulfide,0.0
cadmium sulphide,0.0
cadmium yellow,0.0
cadmium yellow pale,0.0
cadmus,0.0
cadra,0.0
cadra cautella,0.0
cadra figulilella,0.0
cadre,0.15754
caducean,0.0
caduceus,0.0
caducous,0.0
caecal,0.0
caeciliadae,0.0
caecilian,0.0
caeciliidae,0.0
caecum,0.0
caelum,0.0
caenogenesis,-0.28345
caenolestes,0.0
caenolestidae,0.0
caesalpinia,0.0
caesalpinia bonduc,0.0
caesalpinia bonducella,0.0
caesalpinia coriaria,0.0
caesalpinia decapetala,0.0
caesalpinia echinata,0.0
caesalpinia ferrea,0.0
caesalpinia gilliesii,0.0
caesalpinia pulcherrima,0.0
caesalpinia sepiaria,0.0
caesalpiniaceae,0.0
caesalpinioideae,0.0
caesar,0.0
caesar salad,0.0
caesar's agaric,0.0
caesarea,0.0
caesarean,0.0
caesarean delivery,0.0
caesarean section,0.0
caesarian,0.0
caesarian delivery,0.0
caesarian section,0.0
caesarism,-0.34088
caesaropapism,0.0
caesium,0.0
caesium clock,0.0
caespitose,-0.07997
caesura,0.0
caesural,0.0
cafe,0.0
cafe au lait,0.0
cafe noir,-0.19821
cafe royale,0.0
cafeteria,0.0
cafeteria facility,0.0
cafeteria tray,0.0
caff,0.0
caffe latte,0.0
caffein,0.15793
caffein addict,0.0
caffein addiction,0.0
caffeine,0.48207
caffeine addict,0.0
caffeine intoxication,-0.34088
caffeinic,0.0
caffeinism,-0.34088
caffer,-0.19821
caffer cat,0.0
caffre,-0.19821
caftan,0.0
cage,0.0
cage in,0.0
cager,0.0
cagey,-0.32687
cagily,0.15793
cagliostro,0.0
cagney,0.0
cagoule,0.0
cagy,0.17444
cahita,0.0
cahoot,0.0
caiman,0.0
caiman lizard,0.0
caiman sclerops,0.0
caimitillo,0.0
caimito,0.0
cain,0.0
cainogenesis,-0.28345
cairene,0.0
cairina,0.0
cairina moschata,0.0
cairn,0.0
cairn terrier,0.0
cairned,0.17826
cairngorm,-0.07997
cairo,0.0
caisson,0.0
caisson disease,0.0
caitiff,-0.20099
caitra,0.0
cajan pea,0.0
cajanus,0.0
cajanus cajan,0.0
cajole,0.15793
cajolery,0.0
cajolingly,0.15793
cajun,0.0
cakchiquel,0.0
cake,0.312555
cake mix,0.0
cakehole,-0.07997
cakewalk,0.29858
cakile,0.0
cakile maritima,0.0
calaba,0.0
calabar bean,0.0
calabar-bean vine,0.0
calabash,0.0
calabash pipe,0.0
calabash tree,0.0
calabazilla,0.0
calabria,0.0
calabur tree,0.0
calabura,0.0
caladenia,0.0
caladenia cairnsiana,0.0
caladium,0.0
caladium bicolor,0.0
calais,0.0
calamagrostic quadriseta,0.0
calamagrostis,0.0
calamagrostis acutiflora,0.0
calamari,0.0
calamary,0.0
calamine,0.0
calamine lotion,0.0
calamint,0.0
calamintha,0.0
calamintha grandiflora,0.0
calamintha nepeta,0.0
calamintha nepeta glantulosa,0.0
calamintha sylvatica,0.0
calamitous,-0.42036
calamity,-0.27042
calamity jane,0.0
calamus,0.0
calamus australis,0.0
calamus oil,0.0
calamus penna,0.0
calamus rotang,0.0
calan,0.0
calando,0.0
calandrinia,0.0
calandrinia ciliata,0.0
calanthe,0.0
calapooya,0.0
calapuya,0.0
calash,0.0
calash top,0.0
calathian violet,0.0
calc-tufa,0.0
calcaneal,0.0
calcaneus,0.0
calcareous,0.15793
calcarine fissure,0.0
calcarine sulcus,0.0
calced,0.0
calcedony,0.0
calceiform,0.0
calceolaria,0.0
calceolate,0.0
calceus,0.0
calcic,0.0
calcicolous,0.0
calciferol,-0.0611
calciferous,0.17826
calcific,-0.19821
calcification,-0.055
calcifugous,0.0
calcify,-0.08937
calcimine,0.0
calcination,0.0
calcine,0.0
calcined lime,0.0
calcite,0.0
calcitic,0.0
calcitonin,-0.19821
calcium,0.0
calcium bicarbonate,0.0
calcium blocker,0.0
calcium carbide,0.0
calcium carbonate,0.12208
calcium chloride,0.0
calcium hydrate,0.0
calcium hydride,0.0
calcium hydroxide,0.0
calcium hypochlorite,0.0
calcium ion,0.0
calcium lactate,0.0
calcium light,0.0
calcium nitrate,0.0
calcium octadecanoate,0.0
calcium oxide,0.0
calcium phosphate,0.0
calcium stearate,0.0
calcium sulfate,0.0
calcium sulphate,0.0
calcium-channel blocker,0.0
calcium-cyanamide,0.0
calculable,0.21734
calculate,0.01782
calculated,0.0
calculating,0.15793
calculating machine,0.0
calculatingly,0.12208
calculation,0.08166
calculative,0.15793
calculator,0.0
calculous,0.0
calculus,0.0
calculus of variations,0.0
calcutta,0.0
calcuttan,0.0
calder,0.0
caldera,0.0
calderon,0.0
calderon de la barca,0.0
caldron,0.0
caldwell,0.0
calean,0.0
caleche,0.0
caledonia,0.0
caledonian canal,0.0
calefacient,0.0
calefaction,0.0
calefactive,0.0
calefactory,0.0
calendar,0.0
calendar day,0.0
calendar method,0.0
calendar method of birth control,0.0
calendar month,0.0
calendar week,0.0
calendar year,0.0
calender,0.0
calendered,0.0
calendric,0.0
calendrical,0.0
calendula,0.0
calendula officinalis,0.0
caley pea,0.0
calf,0.11408
calf bone,0.0
calf love,0.17826
calf roping,0.15793
calf's brain,0.0
calf's liver,0.0
calf's tongue,0.0
calf's-foot jelly,0.0
calfskin,0.12208
calgary,0.0
cali,0.0
cali cartel,0.0
caliber,-0.0587
calibrate,0.19108
calibrated,0.12208
calibration,0.12208
calibre,0.27821999999999997
caliche,0.0
caliche-topped,-0.28345
calico,0.0776
calico aster,0.0
calico bush,0.0
calico cat,0.0
calico crab,0.0
calicular,0.0
caliculus,0.0
calidris,0.0
calidris canutus,0.0
calidris ferruginea,0.0
calidris melanotos,0.0
calif,0.0
calif.,0.0
california,0.0
california allspice,0.0
california bay tree,0.0
california beauty,0.0
california black oak,0.0
california black walnut,0.0
california bluebell,0.0
california box elder,0.0
california buckthorn,0.0
california buckwheat,0.0
california coffee,0.0
california condor,0.0
california dandelion,0.0
california false morel,0.0
california fern,0.0
california four o'clock,0.0
california fuchsia,0.0
california lady's slipper,0.0
california laurel,0.0
california live oak,0.0
california newt,0.0
california nutmeg,0.12208
california olive,0.0
california personality inventory,0.0
california pitcher plant,0.0
california pompano,0.0
california poppy,0.0
california privet,0.0
california quail,0.0
california redbud,0.0
california redwood,0.0
california romero,0.0
california sage,-0.28345
california sagebrush,-0.28345
california sea lion,0.0
california single-leaf pinyon,0.0
california sycamore,0.0
california tree poppy,0.0
california whipsnake,0.0
california white fir,0.0
california white oak,0.12208
california wine,0.0
california yellow bells,0.0
california yew,0.0
californian,0.0
californium,0.0
caliginous,-0.19821
caligula,0.0
caliper,0.0
caliph,0.0
caliphate,0.0
caliphate state,0.0
calisaya,0.0
calisthenic,0.0
calisthenics,0.0
calixtus ii,0.0
calixtus iii,0.0
calk,0.002595
calkin,0.0
call,0.28678499999999996
call at,0.0
call attention,0.0
call back,-0.0279
call box,0.0
call center,0.0
call centre,0.0
call down,-0.25116
call fire,0.0
call for,-0.0066099999999999996
call forth,0.1067
call forwarding,0.0
call girl,0.0
call in,0.0289
call into question,0.36466
call it a day,0.0
call it quits,0.0
call loan,0.0
call mark,0.0
call number,0.0
call off,0.0
call on,0.0
call on the carpet,-0.42036
call one's bluff,0.15793
call option,0.0
call out,-0.08398
call the shots,0.0
call the tune,0.0
call to order,0.0
call up,0.0
call waiting,0.0
call-back,0.0
call-board,0.0
call-in,0.0
call-out,0.0
calla,0.0
calla lily,0.0
calla palustris,0.0
callable,0.0
callas,0.0
callathump,0.07595
callback,0.0
caller,0.07631
caller id,0.0
caller-out,0.0
caller-up,0.0
calliandra,0.0
callicebus,0.0
calligraph,0.0
calligrapher,0.17826
calligraphic,0.12208
calligraphical,0.12208
calligraphist,0.17826
calligraphy,0.49463999999999997
callimorpha,0.0
callimorpha jacobeae,0.0
callinectes,0.0
callinectes sapidus,0.0
calling,0.0
calling card,0.15728
calling into question,0.0
calling together,0.0
callionymidae,0.0
calliope,0.0
calliophis,0.0
calliopsis,0.0
calliper,0.0
calliphora,0.0
calliphora vicina,0.0
calliphoridae,0.0
callipygian,0.0
callipygous,0.0
callirhoe,0.0
callirhoe digitata,0.0
callirhoe involucrata,0.0
callirhoe triangulata,0.0
callisaurus,0.0
callisaurus draconoides,0.0
callistephus,0.0
callistephus chinensis,0.0
callisthenics,0.0
callisto,0.0
callithricidae,0.0
callithrix,0.0
callithump,0.07595
callithump parade,-0.13964000000000001
callithumpian,0.0
callitrichaceae,0.0
callitriche,0.0
callitris,0.0
callitris calcarata,0.0
callitris cupressiformis,0.0
callitris endlicheri,0.0
callitris glauca,0.0
callitris glaucophylla,0.0
callitris parlatorei,0.0
callitris quadrivalvis,0.0
callophis,0.0
callorhinus,0.0
callorhinus ursinus,0.0
callosectomy,-0.19821
callosity,-0.02659
callosotomy,-0.19821
callous,-0.491325
calloused,-0.07997
callously,0.0
callousness,-0.06936
callow,0.0
callowness,-0.01819
calluna,0.0
calluna vulgaris,0.0
callus,0.0
calm,0.5068733333333334
calm air,0.0
calm down,-0.01916
calming,0.0
calmly,0.15754
calmness,-0.008329999999999999
calnada pea,0.0
calocarpum,0.0
calocarpum zapota,0.0
calocedrus,0.0
calocedrus decurrens,0.0
calochortus,0.0
calochortus albus,0.0
calochortus amabilis,0.0
calochortus amoenus,0.0
calochortus elegans,0.0
calochortus kennedyi,0.0
calochortus luteus,0.0
calochortus macrocarpus,0.0
calochortus nuttallii,0.0
calomel,0.0
caloocan,0.0
caloosahatchee,0.0
caloosahatchee canal,0.0
caloosahatchee river,0.0
calophyllum,0.0
calophyllum calaba,0.0
calophyllum candidissimum,0.0
calophyllum inophyllum,0.0
calophyllum longifolium,0.0
calopogon,0.0
calopogon pulchellum,0.0
calopogon tuberosum,0.0
caloric,0.0
calorie,0.0
calorie chart,0.0
calorie-free,0.0
calorifacient,0.0
calorific,0.0
calorimeter,0.0
calorimetric,0.0
calorimetry,0.0
caloscypha fulgens,0.0
calosoma,0.0
calosoma scrutator,0.0
calostoma cinnabarina,0.0
calostoma lutescens,0.0
calostoma ravenelii,0.0
calostomataceae,0.0
calpac,0.0
calpack,0.0
calpe,0.0
calque,0.0
calque formation,0.0
caltha,0.0
caltha palustris,0.0
caltrop,0.0
calumet,-0.07997
calumniate,0.15199000000000001
calumniation,-0.38925
calumniatory,-0.39584
calumnious,-0.39584
calumniously,0.0
calumny,-0.19893
calvados,0.0
calvaria,0.0
calvary,-0.12619
calvary clover,0.0
calvary cross,0.0
calvatia,0.0
calvatia gigantea,0.0
calve,0.0
calvert vaux,0.0
calves' feet,0.0
calves' liver,0.0
calvin,0.0
calvin coolidge,0.0
calvin klein,0.0
calvin richard klein,0.0
calving,0.15793
calvinism,0.21734
calvinist,0.08913
calvinistic,0.0
calvinistic baptist,0.0
calvinistical,0.0
calvino,0.0
calx,0.0
calycanthaceae,0.0
calycanthus,0.0
calycanthus family,0.0
calycanthus floridus,0.0
calycanthus occidentalis,0.0
calyceal,0.0
calycinal,0.0
calycine,0.0
calycle,0.0
calycled,0.0
calycophyllum,0.0
calycophyllum candidissimum,0.0
calycular,0.0
calyculate,0.0
calyculus,0.0
calymmatobacterium,0.0
calymmatobacterium granulomatis,0.0
calypso,0.1552
calypso bulbosa,0.15793
calypter,0.0
calyptra,0.0
calyptrate,0.0
calyptridium umbellatum,0.0
calystegia,0.0
calystegia sepium,0.0
calyx,0.0
calyx tube,0.0
cam,0.0
cam river,0.0
cam stroke,0.0
camachile,0.17826
camail,0.0
camaraderie,0.22671999999999998
camarilla,0.0
camas,0.0
camash,0.0
camass,0.0
camassia,0.0
camassia leichtlinii,0.0
camassia quamash,0.0
camassia scilloides,0.0
cambarus,0.0
camber,0.0
camber arch,0.0
camberwell beauty,0.0
cambial,0.0
cambium,0.0
cambodia,0.0
cambodian,0.0
cambodian capital,0.0
cambodian monetary unit,0.0
cambria,0.0
cambrian,0.0
cambrian mountains,0.0
cambrian period,0.0
cambric,0.0
cambric tea,-0.07997
cambridge,0.0
cambridge university,0.0
camcorder,0.0
camden,0.0
camel,0.0
camel racing,0.0
camel's hair,0.0
camelhair,0.0
camelia,0.0
camelidae,0.0
camelina,0.0
camelina sativa,0.0
camellia,0.0
camellia japonica,0.0
camellia sinensis,0.0
camellia state,0.0
camelopard,0.0
camelot,0.15793
camelpox,0.0
camelus,0.0
camelus bactrianus,0.0
camelus dromedarius,0.0
camembert,0.0
cameo,0.21733000000000002
camera,0.0
camera angle,0.0
camera care,0.21734
camera lens,0.0
camera lucida,0.0
camera obscura,0.0
camera operator,0.0
camera tripod,0.0
cameraman,0.0
cameroon,0.0
cameroon franc,0.0
cameroonian,0.0
cameroun,0.0
camillo golgi,0.0
camion,-0.09134
camise,0.0
camisole,0.0
camlan,-0.28345
camlet,0.0
camo,0.0
camomile,0.0
camomile tea,0.0
camorra,-0.07997
camosh,0.0
camouflage,0.193255
camouflaged,0.0
camp,0.5031033333333333
camp bed,0.0
camp chair,0.0
camp david,0.0
camp down,-0.07997
camp follower,-0.12619
camp meeting,0.0
camp out,0.0
camp robber,0.0
camp-made,0.0
campaign,0.0
campaign for governor,0.0
campaign hat,0.0
campaigner,0.0
campaigning,0.0
campana,0.12208
campania,0.0
campanile,0.0
campanula,0.0
campanula americana,0.0
campanula aparinoides,0.0
campanula carpatica,0.0
campanula divaricata,0.0
campanula glomerata,0.0
campanula medium,0.0
campanula persicifolia,0.0
campanula pyramidalis,0.0
campanula rapunculoides,0.0
campanula rapunculus,0.0
campanula rotundifolia,0.0
campanula trachelium,0.0
campanulaceae,0.0
campanulales,0.0
campanular,0.0
campanulate,0.0
campanulated,0.0
campbell,0.0
campeachy,0.0
campeche,0.0
campephilus,0.0
campephilus principalis,0.0
camper,0.0
camper trailer,0.0
campestral,0.0
campfire,0.0
campfire girl,0.12208
campground,0.0
camphor,0.0
camphor ball,0.0
camphor daisy,0.0
camphor dune tansy,0.0
camphor ice,0.0
camphor oil,0.0
camphor tree,0.0
camphoraceous,0.0
camphorate,-0.19821
camphorated,-0.19821
camphorated tincture of opium,-0.01819
camphoric,0.0
camphorweed,0.0
camping,0.0
camping area,0.0
camping bus,0.0
camping ground,0.0
camping site,0.0
campion,0.0
campmate,0.0
campong,0.0
camponotus,0.0
campsis radicans,0.0
campsite,0.0
campstool,-0.19821
camptosorus,0.0
camptosorus rhizophyllus,0.0
campus,0.0
campy,-0.1665
campyloneurum,0.0
campyloneurum augustifolium,0.0
campylorhynchus,0.0
campylotropous,0.0
campylotropous ovule,0.0
camshaft,0.0
camus,0.0
camwood,0.0
can,0.0
can buoy,0.0
can of worms,-0.25931
can opener,0.0
can-do,0.17826
canaan,0.0
canaanite,0.0
canaanitic,0.0
canaanitic language,0.0
canachites,0.0
canachites canadensis,0.0
canada,0.0
canada anemone,0.0
canada balsam,0.0
canada garlic,0.0
canada ginger,0.0
canada goose,0.0
canada jay,0.0
canada lily,0.0
canada lynx,0.0
canada moonseed,0.0
canada plum,0.0
canada porcupine,0.0
canada thistle,0.0
canada violet,0.0
canada wild rye,0.0
canadian,0.0
canadian aspen,0.0
canadian bacon,0.0
canadian capital,0.0
canadian dollar,0.0
canadian falls,0.0
canadian fleabane,0.0
canadian french,0.0
canadian goldenrod,0.0
canadian goose,0.0
canadian hemlock,0.0
canadian maritime provinces,0.0
canadian pondweed,0.0
canadian province,0.0
canadian red pine,0.0
canadian river,0.0
canadian security intelligence service,0.0
canadian shield,0.0
canafistola,0.0
canafistula,0.0
canakkale bogazi,0.0
canal,0.17245500000000002
canal boat,0.0
canal of schlemm,0.15793
canal zone,0.0
canalicular,0.0
canaliculate,0.0
canaliculus,0.0
canalis cervicis uteri,0.0
canalis inguinalis,0.0
canalis vertebralis,0.0
canalisation,0.0
canalise,-0.0296
canalization,0.0
canalize,-0.0296
canandaigua lake,0.0
cananga,0.0
cananga odorata,0.0
canangium,0.0
canape,0.0
canara,0.0
canard,-0.39584
canarese,0.0
canaries,0.0
canary,0.184195
canary bird,0.0
canary creeper,0.0
canary grass,0.0
canary island hare's foot fern,0.0
canary islands,0.0
canary seed,0.0
canary whitewood,0.0
canary wine,0.0
canary yellow,-0.28345
canary-yellow,0.0
canarybird flower,0.0
canarybird vine,0.0
canasta,0.0
canavalia,0.0
canavalia ensiformis,0.0
canavalia gladiata,0.0
canavanine,0.0
canberra,0.0
cancan,0.0
cancel,-0.145565
cancel out,0.0
cancellate,0.0
cancellated,0.0
cancellation,0.0
cancelled,-0.28345
cancellous,0.0
cancer,-0.77896
cancer body,0.0
cancer borealis,0.0
cancer cell,0.0
cancer drug,0.0
cancer irroratus,0.0
cancer juice,0.0
cancer magister,0.0
cancer of the blood,-0.25931
cancer of the liver,-0.38925
cancer the crab,0.0
cancer weed,0.0
cancerous,-0.11349000000000001
cancerweed,0.0
cancridae,0.0
cancroid,0.0
cancun,0.0
candela,0.0
candelabra,0.0
candelabrum,0.0
candelilla,0.0
candelilla wax,0.0
candent,0.0
candescent,0.0403
candid,0.18316
candid camera,0.0
candida,-0.07997
candida albicans,0.0
candidacy,0.0
candidate,0.0
candidature,0.0
candidiasis,-0.28345
candidly,0.17826
candidness,0.15199000000000001
candied,-0.0296
candied apple,0.0
candied citrus peel,-0.07997
candied fruit,0.0
candle,0.0
candle flame,0.0
candle holder,0.0
candleberry,0.0
candlelight,0.0
candlemaker,0.0
candlemas,0.0
candlemas day,0.0
candlenut,0.0
candlepin,0.0
candlepin bowling,0.0
candlepins,0.0
candlepower,-0.07997
candlepower unit,-0.07997
candlesnuffer,0.0
candlestick,0.0
candlestick tulip,0.0
candlewick,0.0
candlewood,0.0
candor,0.33592
candour,0.18486
candy,0.0
candy apple,0.0
candy bar,0.0
candy cane,0.0
candy corn,0.0
candy egg,0.12208
candy kiss,0.0
candy store,0.0
candy striper,0.0
candy thermometer,0.0
candy-like,-0.19821
candy-scented,-0.19821
candyfloss,0.12208
candymaker,0.0
candytuft,0.0
candyweed,0.0
cane,-0.05404
cane blight,0.0403
cane reed,0.0
cane sugar,0.0
canebrake,0.0
canebrake rattler,0.0
canebrake rattlesnake,0.0
canecutter,0.0
canella,0.15793
canella bark,0.15793
canella family,0.0
canella winterana,0.0
canella-alba,0.0
canellaceae,0.0
canescent,-0.00601
canetti,0.0
canfield,0.0
canful,0.0
cangue,0.0
canicola fever,-0.33433
canicula,0.0
canicular,0.0
canicular days,0.0
canicule,0.0
canid,0.0
canidae,0.0
canine,0.0
canine chorea,0.0
canine distemper,-0.08901
canine tooth,0.0
caning,0.0
canis,0.0
canis aureus,0.0
canis dingo,0.0
canis familiaris,0.0
canis latrans,0.0
canis lupus,0.0
canis lupus tundrarum,0.0
canis major,0.0
canis minor,0.0
canis niger,0.0
canis rufus,0.0
canistel,0.0
canistel tree,0.0
canister,0.0
canister shot,0.0
canker,-0.587205
canker brake,0.0
canker sore,0.0
cankerous,-0.38925
cankerweed,0.0
cankerworm,0.0
canna,0.0
canna edulis,0.0
canna generalis,0.0
canna indica,0.0
canna lily,0.0
cannabidaceae,0.0
cannabin,0.0
cannabis,0.0
cannabis indica,0.0
cannabis resin,0.0
cannabis sativa,0.0
cannaceae,0.0
cannae,0.0
canned,0.0
canned food,0.0
canned foods,0.0
canned goods,0.0
canned hunt,0.0
canned meat,0.0
cannel coal,0.0
cannelloni,0.0
cannery,0.0
cannes,0.0
cannibal,0.0
cannibal mound,0.0
cannibalic,-0.34088
cannibalise,-0.16702
cannibalism,0.0
cannibalistic,0.15793
cannibalize,-0.16702
cannikin,0.0
cannily,0.0
cannister,0.0
cannon,0.0
cannon ball,0.0
cannon bone,0.0
cannon cracker,0.0
cannon fire,0.0
cannon fodder,0.12208
cannonade,-0.099105
cannonball,0.0
cannonball along,0.0
cannoneer,0.0
cannula,0.0
cannular,0.0
cannulate,0.0
cannulation,0.0
cannulisation,0.0
cannulise,0.0
cannulization,0.0
cannulize,0.0
canny,0.21734
canoe,0.0
canoe birch,0.0
canoe cedar,0.0
canoeist,0.0
canola,0.0
canola oil,0.0
canon,0.0
canon law,0.0
canonic,0.08623
canonical,0.08623
canonical hour,0.0
canonically,0.12208
canonisation,0.0
canonise,0.0
canonised,-0.01819
canonist,0.0
canonization,0.0
canonize,0.0
canonized,-0.01819
canoodle,-0.17327
canopic jar,0.0
canopic vase,0.0
canopied,-0.19821
canopus,0.0
canopy,0.0
canorous,0.0
cant,0.00639
cant dog,0.12208
cant hook,-0.19821
cant over,0.0
cantabile,0.0
cantabrian mountains,0.0
cantabrigian,0.0
cantala,-0.02298
cantaloup,0.0
cantaloup vine,0.0
cantaloupe,0.0
cantaloupe vine,0.0
cantankerous,-0.45766
cantankerously,-0.34088
cantata,0.0
canted,0.0
canteen,0.0
canter,0.0
canterbury,0.0
canterbury bell,0.0
canterbury tales,0.0
cantering,0.0
cantering rhythm,0.21734
cantharellus,0.0
cantharellus cibarius,0.12208
cantharellus cinnabarinus,0.0
cantharellus clavatus,0.0
cantharellus floccosus,0.0
canthus,-0.07997
canticle,0.0
canticle of canticles,0.0
canticle of simeon,0.0
canticles,0.0
cantilever,0.0
cantilever bridge,0.0
cantillate,0.0
cantillation,-0.07997
cantle,0.0
canto,0.0
canton,0.0
canton crepe,0.0
canton flannel,0.0
canton ginger,0.0
canton river,0.0
cantonal,0.0
cantonese,0.0
cantonese dialect,0.0
cantonment,0.0
cantor,0.0
cantus firmus,0.0
canty,0.17826
canuck,0.0
canulate,0.0
canulation,0.0
canulisation,0.0
canulization,0.0
canute,0.0
canute the great,0.0
canvas,0.0
canvas tent,0.0
canvasback,0.0
canvasback duck,0.0
canvass,0.0
canvasser,0.0
canvassing,0.0
canyon,0.0
canyon live oak,0.0
canyon oak,0.0
canyon treefrog,0.0
canyonlands national park,0.0
canyonside,0.0
caoutchouc,0.0
caoutchouc tree,0.0
cap,0.00029
cap off,0.0
cap opener,0.0
cap screw,0.0
cap-a-pie,0.0
capability,0.3795
capable,0.5514100000000001
capableness,0.2827
capably,0.17826
capacious,0.0
capaciousness,-0.08847000000000001
capacitance,0.0
capacitance unit,0.0
capacitate,0.16809000000000002
capacitive,0.0
capacitor,0.0
capacitor microphone,0.0
capacity,0.04333
capacity measure,0.0
capacity unit,0.0
caparison,0.0
caparisoned,-0.19821
cape,0.0
cape aloe,0.0
cape ann,0.0
cape breton island,0.0
cape buffalo,0.0
cape canaveral,0.0
cape cod,0.0
cape cod bay,0.0
cape cod canal,0.0
cape colony,0.0
cape dagga,0.0
cape fear,0.0
cape fear river,0.0
cape flattery,0.0
cape forget-me-not,0.0
cape froward,0.0
cape girardeau,0.0
cape gooseberry,0.0
cape hatteras,0.0
cape horn,0.0
cape hunting dog,0.0
cape hyacinth,0.0
cape jasmine,0.0
cape jessamine,0.0
cape kafferboom,0.0
cape kennedy,0.0
cape lobster,0.0
cape marigold,0.0
cape may,0.0
cape may warbler,0.0
cape of good hope,0.0
cape of good hope province,0.0
cape passero,0.0
cape periwinkle,0.0
cape primrose,0.0
cape province,0.0
cape sable,0.0
cape town,0.0
cape trafalgar,0.0
cape tulip,0.0
cape verde,0.0
cape verde escudo,0.0
cape verde islands,0.0
cape verde monetary unit,0.0
cape yellowwood,0.0
cape york,0.0
cape york peninsula,0.0
capek,0.0
capelan,0.0
capelin,0.0
capeline bandage,0.0
capella,0.0
caper,-0.023515
caper family,0.0
caper sauce,0.0
caper spurge,0.0
caper tree,0.0
capercaillie,0.0
capercailzie,0.0
capet,0.0
capetian,0.0
capetian dynasty,0.0
capeweed,0.0
capful,0.0
capibara,0.0
capillarity,0.0
capillary,0.0
capillary action,0.0
capillary artery,0.0
capillary bed,0.0
capillary fracture,-0.38925
capillary tube,0.0
capillary tubing,0.0
capillary vein,0.0
capillary vessel,0.0
capital,0.038165
capital account,0.0
capital cost,0.0
capital expenditure,0.0
capital gain,0.0
capital gains tax,0.0
capital letter,0.0
capital levy,0.0
capital loss,0.0
capital of afghanistan,0.0
capital of alabama,0.0
capital of alaska,0.0
capital of antigua and barbuda,0.0
capital of argentina,0.0
capital of arizona,0.0
capital of arkansas,0.0
capital of armenia,0.0
capital of australia,0.0
capital of austria,0.0
capital of azerbaijan,0.0
capital of bahrain,0.0
capital of bangladesh,0.0
capital of barbados,0.0
capital of belarus,0.0
capital of belgium,0.0
capital of benin,0.0
capital of bolivia,0.0
capital of botswana,0.0
capital of brazil,0.0
capital of burundi,0.0
capital of california,0.0
capital of cameroon,0.0
capital of canada,0.0
capital of cape verde,0.0
capital of central africa,0.0
capital of chad,0.0
capital of chile,0.0
capital of colombia,0.0
capital of colorado,0.0
capital of connecticut,0.0
capital of costa rica,0.0
capital of cuba,0.0
capital of cyprus,0.0
capital of delaware,0.0
capital of djibouti,0.0
capital of ecuador,0.0
capital of egypt,0.0
capital of estonia,0.0
capital of ethiopia,0.0
capital of finland,0.0
capital of florida,0.0
capital of france,0.0
capital of gabon,0.0
capital of gambia,0.0
capital of georgia,0.0
capital of ghana,0.0
capital of greece,0.0
capital of grenada,0.0
capital of guatemala,0.0
capital of guinea,0.0
capital of guinea-bissau,0.0
capital of hawaii,0.0
capital of hungary,0.0
capital of iceland,0.0
capital of idaho,0.0
capital of illinois,0.0
capital of india,0.0
capital of indiana,0.0
capital of indonesia,0.0
capital of iowa,0.0
capital of iran,0.0
capital of iraq,0.0
capital of ireland,0.0
capital of israel,0.0
capital of italy,0.0
capital of jamaica,0.0
capital of japan,0.0
capital of jordan,0.0
capital of kansas,0.0
capital of kazakhstan,0.0
capital of kentucky,0.0
capital of kenya,0.0
capital of kuwait,0.0
capital of kyrgyzstan,0.0
capital of laos,0.0
capital of latvia,0.0
capital of lebanon,0.0
capital of lesotho,0.0
capital of liberia,0.0
capital of libya,0.0
capital of liechtenstein,0.0
capital of lithuania,0.0
capital of louisiana,0.0
capital of luxembourg,0.0
capital of madagascar,0.0
capital of maine,0.0
capital of malawi,0.0
