neg,neu,pos,compound,line
0.0,1.0,0.0,0.0,"Yours, at least for as long as the marriage is working out, Don"
0.0,1.0,0.0,0.0,"A New York man who makes a habit of picking up coins on the street returned from a visit to Cambridge, Mass., to report that Harvard Square is paved with silver."
0.0,1.0,0.0,0.0,"In New York, he's used to finding pennies."
0.0,1.0,0.0,0.0,"But in just two days at a Harvard reunion, he netted four dimes."
0.0,0.737,0.263,0.3612,There are ready explanations for all those pennies.
0.0,1.0,0.0,0.0,Often it takes a practiced eye to distinguish tarnished copper on a gray pavement.
0.187,0.672,0.142,-0.1531,And they are worth so little that even beggars ignore them.
0.0,1.0,0.0,0.0,The man recently spotted a penny a few feet from a street person who hadn't deigned to pick it up.
0.0,1.0,0.0,0.0,But how does one account for the Cambridge dimes?
0.0,0.868,0.132,0.4101,Are Harvard students so well off that dimes are as trifling to them as pennies to New York's destitute?
0.086,0.914,0.0,-0.1531,"The sidewalk numismatist has no answer, but concludes that time spent at Harvard is still an enriching experience."
0.122,0.752,0.125,0.0164,"New York drivers, like those almost everywhere, inch impatiently forward while waiting for a traffic light to change."
0.161,0.839,0.0,-0.3612,But only in New York City do pedestrians seem afflicted with the same disease.
0.0,1.0,0.0,0.0,"One recent morning, waiting for a light to change, a close observer of street behavior found that on all four corners in view, nobody was standing on the sidewalk."
0.0,1.0,0.0,0.0,Everybody was several paces into a dash across the street.
0.0,0.817,0.183,0.4215,"Big-league base runners, he thought, take a lead off first with a tentative side stride, remaining poised for a swift leap back."
0.0,1.0,0.0,0.0,Not New York pedestrians.
0.0,1.0,0.0,0.0,"They are likely to stand stoutly, about three feet into the gutter."
0.0,0.714,0.286,0.25,Call it the New York Advantage.
0.0,0.775,0.225,0.4404,"It used to be relatively safe, though it made drivers edgy."
0.0,0.939,0.061,0.25,"Nowadays, with cyclists racing up the narrow trail between parked cars and moving traffic, to take the New York Advantage is to take one's toes, if not one's life, in one's hands."
0.0,1.0,0.0,0.0,Obituaries dutifully describe the obvious and the copious about Clare Boothe Luce.
0.219,0.781,0.0,-0.5627,"Almost till her death at age 84, she starred as a playwright, politician and diplomat."
0.044,0.728,0.228,0.8714,"What doesn't get into print, indeed what eludes print, is how she was able to disarm those she well knew were disposed to dislike her, especially males determined not to be taken in by a woman they believed to be too smart and ambitious to be up to any good."
0.0,0.809,0.191,0.7096,"A friend recalls an encounter with her at a party in London, not long after her husband's Time magazine had proclaimed the city to be the world's swinging capital."
0.0,1.0,0.0,0.0,"In a sea of miniskirts, Mrs. Luce was conservatively dressed; though she was past her middle years, there seemed nobody younger in the flashy crowd."
0.0,0.849,0.151,0.4939,"Then unexpectedly, our friend reports, he found himself seated next to Mrs. Luce, whose eyes turned full upon him."
0.0,1.0,0.0,0.0,''And you know what her secret was?'' he recalled.
0.0,1.0,0.0,0.0,"''She would ask a question, and, wonder of wonders in that buzzing swarm, she listened."
0.0,1.0,0.0,0.0,Then she would ask another question and do the same.
0.0,1.0,0.0,0.0,She gave what was most unlikely: her ear.''
0.327,0.673,0.0,-0.9552,To the Editor: A Jan. 9 letter writer suggests that part of the $12 million settlement for the inmates beaten and tortured in the 1971 Attica prison uprising go to the victims of the crimes that caused the prisoners to be jailed in the first place.
0.327,0.673,0.0,-0.9552,To the Editor: A Jan. 9 letter writer suggests that part of the $12 million settlement for the inmates beaten and tortured in the 1971 Attica prison uprising go to the victims of the crimes that caused the prisoners to be jailed in the first place.
0.298,0.702,0.0,-0.1779,I am puzzled by this proposal.
0.329,0.671,0.0,-0.8519,Tort law seeks to provide reimbursement to members of society who suffer losses because of the dangerous or unreasonable conduct of others.
0.456,0.544,0.0,-0.872,I fail to see how the crime victims were affected at all by state officials' actions at Attica.
0.061,0.77,0.169,0.4537,"The Attica inmates were sentenced to incarceration, not assault and battery, for their crimes against society."
0.336,0.664,0.0,-0.7964,"If they are now out of prison, their debt to society and to their victims has already been paid."
0.386,0.551,0.063,-0.9062,Giving a part of the settlement fund to the crime victims of the inmates would confound public policy by unjustly enriching people who suffered no harm at Attica.
0.0,1.0,0.0,0.0,"RICHARD GRAYSON  Davie, Fla., Jan. 9, 2000"
0.062,0.743,0.195,0.6486,"Serphin Maltese, the newly elected State Senator from Queens, sets a positive example for other New York politicians: he has resigned as chairman of the state's Conservative Party."
0.068,0.735,0.197,0.6597,"Mr. Maltese, who won a tightly contested race last month on the Republican-Conservative ines, saw correctly the conflict in trying to serve both the public interest and partisan goals."
0.0,0.847,0.153,0.4019,The move also raises questions about other elected officials who cling to roles as party leaders.
0.256,0.553,0.191,-0.5574,For officeholders to moonlight in time-consuming party postions cheats voters and even creates an opportunity for financial abuse of the sort revealed in the city's recent corruption scandals.
0.0,0.92,0.08,0.4019,"Yet Assemblyman Herman Farrell of Manhattan, Assemblyman George Friedman of the Bronx, Representative Thomas Manton of Queens and Borough President Howard Golden of Brooklyn all continue to serve as Democratic Party leaders."
0.0,0.815,0.185,0.3612,"Like Mr. Maltese, they have a duty to decide which hat they prefer."
0.0,0.861,0.139,0.5719,"Six years ago, New York City won work rule changes permitting the Sanitation Department to use collection trucks with two workers instead of three."
0.0,0.699,0.301,0.802,"The conversion, now complete, has produced gratifying gains in productivity and efficiency - warranting apples all around for the department's managers and workers."
0.0,0.645,0.355,0.875,"In exchange for the freedom to use smaller crews, the city agreed to share savings with the workers in the form of incentive payments."
0.209,0.791,0.0,-0.4404,"As a result, collection jobs, once thought undesirable, are now highly sought after."
0.0,1.0,0.0,0.0,Yet the city still saves $37 million a year.
0.0,0.548,0.452,0.5106,The productivity figures are impressive.
0.0,1.0,0.0,0.0,"During 1986, the first year of all two-person crews, 2,620 workers collected 3.5 million tons of garbage."
0.0,1.0,0.0,0.0,"In 1983, it took 2,900 workers to collect 3.3 million tons."
0.0,0.693,0.307,0.4767,The quality and reliability of service also improved.
0.0,1.0,0.0,0.0,"Only about 2 percent of loads go uncollected during a normal week, compared with more than 5 percent in 1983."
0.0,1.0,0.0,0.0,Larger collection trucks have also helped.
0.182,0.736,0.082,-0.3182,"The new trucks allow workers to stay out longer on collection routes, cutting down on trips to the city dumps."
0.0,0.842,0.158,0.4939,Most are equipped with low-entry cabs that save time and steps for drivers who now double as collectors.
0.0,0.833,0.167,0.34,The two-person crews bear witness to the value of reforming work rules fairly.
0.0,0.728,0.272,0.4767,"What a benign bargain when management, workers and the public all come out ahead."
0.0,1.0,0.0,0.0,"New York City jurors receive $12 a day, while Nassau County residents get only $7."
0.0,1.0,0.0,0.0,"In Rockland County, the per diem is $6."
0.0,0.874,0.126,0.3182,Legislation pending in Albany would set a uniform jury fee statewide and increase compensation to a more presentable $15.
0.049,0.951,0.0,-0.1027,"When Albany took over the costs of running New York's vast court system a decade ago, it simply adopted the existing jury pay rates, with all their local variation."
0.0,1.0,0.0,0.0,"State Senator John Dunne, Republican of Nassau County, and Assemblyman G. Oliver Koppell, Democrat of the Bronx, have sponsored a bill to set a uniform fee of $15."
0.092,0.846,0.062,-0.2023,"The bill's future, however, is jeopardized by disagreement over Mr. Dunne's additional provision to extend the time between jury calls from two to four years."
0.219,0.62,0.161,-0.6652,"The idea would be to encourage broader participation - a worthy goal, but one that could create a practical crisis for New York City, where the courts already have trouble drumming up enough jurors."
0.0,1.0,0.0,0.0,"In any case, the issue ought to be considered apart from the fee."
0.0,0.816,0.184,0.4019,"Clearly, the state can't afford to compensate citizens fully for their jury time."
0.435,0.565,0.0,-0.6597,But existing low and varying rates are an insult.
0.0,0.875,0.125,0.4588,"A uniform rate of $15, still only half the $30 a day paid by Federal courts, would be a welcome gesture in the right direction."
0.0,1.0,0.0,0.0,"Two women were talking pregnancy, and one recalled her visit to Paris 26 years ago while seven months pregnant with her second child."
0.0,1.0,0.0,0.0,She remembered signs saying you should give up your subway seat to ''blesses de guerre.''
0.0,1.0,0.0,0.0,"She doesn't remember a comparable sign for pregnant women; nonetheless, she was always treated as a blesse."
0.101,0.734,0.165,0.1027,In stores like Galeries Lafayette she was waited on first -no matter how many people were ahead of her.
0.0,1.0,0.0,0.0,"Paris in the 60's is a long way from New York in the 80's, in the experience of the other woman, now in her eighth month."
0.091,0.713,0.196,0.5023,"One New York sales clerk volunteered to carry a bulky package to her car, but she has noticed no other special favors in shops or restaurants."
0.0,0.654,0.346,0.4019,New Yorkers may smile benignly at her bulging tummy.
0.0,1.0,0.0,0.0,"''But when that tummy stands between them and a cab, or a seat on the bus, watch out: they'll knock you down to grab it first.''"
0.342,0.658,0.0,-0.3818,She has begun to fight back.
0.195,0.805,0.0,-0.5267,"After yet another man elbowed her aside for a cab, she decided to try assertive lying."
0.175,0.825,0.0,-0.5267,"''I need to get to the hospital,'' she exclaimed as she caught up to the taxi thief."
0.0,1.0,0.0,0.0,"The man not only yielded the cab, he held the door for her."
0.0,1.0,0.0,0.0,"''He probably thought,'' she remarked, ''that he was being a gentleman.''"
0.0,0.737,0.263,0.3612,The latest in telephone technology aims at efficiency.
0.0,0.886,0.114,0.4767,"Instead of hearing the familiar ''please hold,'' callers to some ticket services, government agencies and businesses are greeted by robots that surmise their interests, then tell how to route the call using a touch-tone phone."
0.272,0.594,0.134,-0.4215,"Land in the hands of the wrong party, and you have only yourself to blame."
0.401,0.599,0.0,-0.6908,Many callers no doubt prefer such interaction to being left alone on hold.
0.096,0.904,0.0,-0.1531,"Others, however, may miss those minutes spent licking stamps, pruning address books and chaining paper clips."
0.0,1.0,0.0,0.0,Their option?
0.524,0.476,0.0,-0.296,Refuse to press.
0.0,1.0,0.0,0.0,"Eventually a human operator comes on the line, and puts the caller on hold."
0.0,1.0,0.0,0.0,"The Times reported recently on a new disposable $2 fountain pen that writes for 3,000 feet before the non-smudging ink runs dry."
0.0,1.0,0.0,0.0,"How many signatures, the writer wondered, could be written with 3,000 feet of ink?"
0.0,1.0,0.0,0.0,"The answer, writes Richard G. Hawn, a good-natured engineer from Erie, Pa., is 4,478, at least if your name is Richard G. Hawn."
0.0,1.0,0.0,0.0,"Mr. Hawn says his signature, straightened out, measures about eight inches, and he calculates that to hold that many signatures would take 59 sheets, 76 signatures per sheet, at a cost of 3.4 cents per sheet, not counting the paper."
0.0,1.0,0.0,0.0,That comes out to about 22 signatures per penny.
0.107,0.893,0.0,-0.3875,"Despite all his care, Mr. Hawn's calculations might be described as penultimate for he omits variables concerning signatures: by whom, and on what."
0.0,1.0,0.0,0.0,"Abraham Lincoln's autograph now fetches about $1,000 and Marilyn Monroe's about $800."
0.0,1.0,0.0,0.0,"Think what 4,478 of those would add up to."
0.0,0.774,0.226,0.4215,"One George Bush signature is worth $30 and one Ronald Reagan is worth $35, usually."
0.0,0.881,0.119,0.2263,The one he inscribed Friday on the Anti-Drug Act of 1988 is worth $500 million.
0.0,1.0,0.0,0.0,It actually calls for $1.4 billion a year in spending.
0.348,0.652,0.0,-0.5859,But that figure ignores the Federal deficit and Congressional spending limits.
0.064,0.806,0.13,0.4073,"Any one of Mr. Hawn's 4,478 signatures is more valuable; the hyperbolic $1.4 billion figure is not worth the paper it's written on."
0.0,1.0,0.0,0.0,Vice President George Bush is constantly asked to demonstrate how he is independent of President Reagan.
0.0,1.0,0.0,0.0,"When the question came up again in the Republican candidates' debate in Houston last Wednesday, his answer pro-duced both an exclamation mark and a question mark."
0.0,0.821,0.179,0.5423,"He was not about to sacrifice loyalty to the President for the sake of independence, he said."
0.0,0.511,0.489,0.7717,"''In my family, loyalty is a strength, not a character defect.''"
0.0,0.704,0.296,0.7096,That produced a burst of applause from the Houston audience and favorable comment from television watchers else-where.
0.0,1.0,0.0,0.0,Then came the question mark.
0.0,0.818,0.182,0.7783,"Mr. Bush described several initiatives ''where you might say there is a difference'' - proposals for reducing capital gains taxes, for education savings bonds and for ''a North American Accord to include Mexico as well as Canada in free trade.''"
0.0,1.0,0.0,0.0,A difference?
0.0,1.0,0.0,0.0,"Ronald Reagan opened his campaign for the Presidency on Nov. 13, 1979."
0.0,1.0,0.0,0.0,"Here is the headline that appeared over The New York Times's story the next day: ''Reagan, Entering Presidency Race, Calls for North American 'Accord.'''"
0.0,1.0,0.0,0.0,"However many candy bars or trinkets they pick up on the way out of a foreign country, most travelers still wind up with a handful of pesos, kopeks or francs."
0.0,1.0,0.0,0.0,They are usually thrown away or turned into unplanned coin collections.
0.0,0.513,0.487,0.6908,The United Nations Children's Fund has a better idea.
0.173,0.827,0.0,-0.3182,It wants to turn the loose foreign change into its biggest moneymaker.
0.0,0.897,0.103,0.128,"Virgin Atlantic Airways, a tiny upstart, has launched the project that could make it happen."
0.076,0.924,0.0,-0.2263,"On Virgin flights between London and New York, passengers are invited to contribute the unwanted money in Unicef envelopes available in the flight magazine."
0.0,1.0,0.0,0.0,Virgin collected $975 in one week from a test run on New York-London flights.
0.0,1.0,0.0,0.0,"It calculates that expanded collections could yield some $500,000 for Unicef in the project's first year."
0.079,0.765,0.156,0.4588,"Unicef knows how to put such money to good use: a dime buys a packet of oral rehydration salts that can save the life of a child suffering from diarrhea, and $5 buys a complete immunization program."
0.0,0.76,0.24,0.4877,So simple and useful a program ought not to remain a small-scale experiment.
0.0,1.0,0.0,0.0,Now it's the major carriers' turn to respond.
0.292,0.708,0.0,-0.5106,Children learn of life's cruelties at an early age.
0.073,0.927,0.0,-0.2263,"By kindergarten, most have seen the ice cream topple from the cone, the dime disappear through the grate, the balloon tangle itself in the treetop."
0.33,0.67,0.0,-0.7845,"But few have been disillusioned as brutally as Shannon Burns, age 10, of San Jose, Calif."
0.0,1.0,0.0,0.0,The I.R.S. seized the $694 in her savings account.
0.0,0.812,0.188,0.4019,"Shannon's father, Kevin, owes the I.R.S. more than $1,000, and his Social Security number is on her account."
0.0,0.957,0.043,0.0516,"If Mr. Burns could prove that he had never withdrawn any money from it - and he said he could - the I.R.S. would return Shannon's savings, with an apology."
0.0,1.0,0.0,0.0,"Meanwhile, Shannon was stamping her foot."
0.0,1.0,0.0,0.0,''They took it; the I.R.S. took my money.
0.0,1.0,0.0,0.0,"I got it from collecting cans, from doing my homework."
0.0,1.0,0.0,0.0,I got it for Christmas.
0.0,1.0,0.0,0.0,I got some from my dad and some from my grandmother and some from my great-grandparents.''
0.0,1.0,0.0,0.0,"Since then, Mr. Burns has indeed proved that the money was Shannon's and it's been returned."
0.191,0.809,0.0,-0.3818,"In the process, she may have learned a lifetime lesson: Fight City Hall."
0.0,0.905,0.095,0.5106,"Fifty years ago, France began producing the Deux Chevaux, a car that looked like a tin can masquerading as a frog, designed to ''carry two people and 100 pounds of potatoes at a top speed of 40 miles an hour,'' according to the executive who commissioned it."
0.0,0.651,0.349,0.8481,"As time went on, the car developed another virtue as well: It became the moviegoer's first assurance that a movie truly came from Paris."
0.0,1.0,0.0,0.0,"If a Deux Chevaux came driving down the broad boulevards under the chestnut trees, Jean-Paul Belmondo and some charm-ing gamine were bound to appear shortly there-after."
0.0,1.0,0.0,0.0,"For the traveler, the Deux Chevaux was a far-flung reminder that France had been there first."
0.0,1.0,0.0,0.0,"Along with omelettes and frites on the menu in Bamako or in Saigon, there was the little car on the streets."
0.0,1.0,0.0,0.0,The hard-working Deux Chevaux was also ubiquitous through provincial France.
0.0,0.862,0.138,0.4939,"The paysan might wear a beret or a flat-billed cap, his cheese might be Cantal or Camembert; his car was a trusty Deux Chevaux."
0.127,0.694,0.179,0.2263,"But now the slow, humble car no longer appeals to an increasingly prosperous country."
0.0,1.0,0.0,0.0,The Deux Chevaux factory in the Paris suburbs has closed.
0.0,1.0,0.0,0.0,"The car will continue to be produced only in one remaining plant, in Portugal."
0.0,1.0,0.0,0.0,"On celluloid, however, the Deux Chevaux will continue to say ''France'' for a long time to come."
0.0,1.0,0.0,0.0,Just imagine what Mikhail Gorbachev's predecessors would have made of the stock market fall.
0.274,0.726,0.0,-0.5267,"Capitalism's rottenness is now painfully obvious, they would have proclaimed."
0.081,0.919,0.0,-0.296,"Yet, as the world's Marxist-Leninists gathered in Moscow to commemorate the revolution that brought them to power 70 years ago, no such ideas were put forward."
0.144,0.856,0.0,-0.4019,Mr. Gorbachev did speak of the crash at some length in his speech opening the anniversary celebration.
0.108,0.892,0.0,-0.5423,But it was to underline his own agenda and call upon the West to follow a similar one: reducing international hostility so as to direct scarce resources away from military use.
0.091,0.749,0.16,0.3167,More interesting than Mr. Gorbachev's analysis is that he saw the West's dilemma as his own.
0.229,0.603,0.168,-0.21,"With Communists across the world straining to adopt aspects of the free market system, gloating over capitalism's strains would not have been helpful."
0.0,1.0,0.0,0.0,The West gets most of its clues about Soviet ''new thinking'' when Mr. Gorbachev says something a predecessor wouldn't have dared say.
0.181,0.659,0.159,-0.1027,His failure to say something they surely would have said is just as eloquent.
0.059,0.8,0.141,0.4767,"The phrase ''de rigueur'' no longer applies to clothing styles - that's clear to anyone watching the eclectic parade on any city street corner, at any downtown movie house, at any urban cocktail party."
0.0,0.749,0.251,0.5719,"But in a small town in southern New England, the tyranny of fashion remains alive and well."
0.0,1.0,0.0,0.0,A New Yorker found herself in such a town during last week's blizzard - and without the requisite wardrobe.
0.068,0.865,0.068,0.0,"Eager to see the snowfall's aftermath, she rigged herself a kind of foul-weather gear composed of a safety-pinned beige shearling jacket, a black cotton jersey skirt, her aunt's plaid knee socks and her own white Adidas sneakers."
0.313,0.687,0.0,-0.6007,"''You can't go out like that,'' her mother cried as she started to leave the house."
0.0,1.0,0.0,0.0,''Why not?'' the New Yorker asked.
0.0,0.833,0.167,0.4588,"''Because,'' replied her mother, the soul of sweet reason, ''nobody wears white shoes after Labor Day.''"
0.129,0.871,0.0,-0.7906,"Noel D Sturtz letter disputes September 15 Science Times article on lead exposure to infants through breast milk (S) To the Editor: A Sept. 15 Science Times item on lead exposure in infants through breast milk says ''high lead levels in the blood of infants and children can result in brain damage, behavioral problems and liver and kidney disorders.''"
0.189,0.811,0.0,-0.2732,"In fact, relatively low doses are linked to deleterious effects."
0.138,0.862,0.0,-0.7096,"To the Editor: A Sept. 15 Science Times item on lead exposure in infants through breast milk says ''high lead levels in the blood of infants and children can result in brain damage, behavioral problems and liver and kidney disorders.''"
0.189,0.811,0.0,-0.2732,"In fact, relatively low doses are linked to deleterious effects."
0.0,1.0,0.0,0.0,As early as 1943 psychological deficits were attributed to lead doses otherwise insufficient to cause clinical encephalopathy.
0.064,0.87,0.067,0.0258,"These studies were confirmed by Dr. Herbert L. Needleman in the 1970's, who correlated childhood lead exposure to school performance, reading ability, attention span, classroom behavior and lower mean verbal I.Q. scores."
0.0,0.807,0.193,0.4767,Other investigators have pointed to umbilical-cord blood lead levels as a portent for diminished intelligence.
0.153,0.748,0.099,-0.1531,"Owing to these impairments and a developing nervous system, many experts argue that there is not yet any blood lead level safe for infants and children."
0.0,1.0,0.0,0.0,The resumption of the World Series tonight in Candlestick Park is one sign that normalcy is returning to the San Francisco Bay Area.
0.127,0.873,0.0,-0.4939,"For many, the damage of the deadly quake cannot be repaired; yet most are beginning to pick up the pieces and, slowly, rebuild."
0.218,0.782,0.0,-0.5994,One consequence of last week's violent jolt is that longstanding misconceptions about northern Californians crumbled.
0.0,0.772,0.228,0.6808,"Americans have long poked fun at the area's embrace of communal living, New Age thinking and the touchy-feely human potential movement."
0.0,1.0,0.0,0.0,Two weeks ago the Series was described by some writers as the ''Battle of the Bay'' and by others - derisively - as a ''love fest.''
0.0,0.658,0.342,0.7783,"But when the quake hit, the caring values that lure so many to the region proved their worth."
0.0,0.816,0.184,0.4019,"In San Francisco, neighborhood organizations were already in place to provide immediate help."
0.251,0.468,0.281,0.1779,"In working- class Oakland, volunteers rushed forward bravely to rescue strangers trapped under trembling concrete."
0.193,0.693,0.113,-0.296,The grief of Santa Cruz residents when their handcrafted town collapsed revealed a respect for tradition in a community famous for its unconventional ways.
0.0,0.703,0.297,0.5859,Northern California is a place of singular beauty -and singular selflessness.
0.0,0.584,0.416,0.8934,"Whoever wins the Series, the world now knows that all who live there are indeed lucky in love."
0.0,0.541,0.459,0.6249,A poker straight is a hand of five consecutive numbers.
0.0,0.787,0.213,0.2263,"Yesterday, the clock and calendar brought a date straight."
0.0,1.0,0.0,0.0,"The day started as a four-digit run, 6/7/89."
0.0,1.0,0.0,0.0,Then people realized what would arrive at 23 minutes and 45 seconds after 1: a moment that could accurately be rendered as 1:23:45/6/7/89.
0.0,1.0,0.0,0.0,"The moment came and went in a second (two seconds, actually, for those awake at 1:23:45 in the morning)."
0.109,0.891,0.0,-0.0258,But only cold-blooded rationalists would dismiss it as trivial coincidence.
0.137,0.719,0.144,0.0258,"They forget how many people act on hunches, horoscopes and dream books."
0.185,0.815,0.0,-0.3612,They ignore humans' disposition to under-notice small coincidences and over-notice big ones.
0.0,1.0,0.0,0.0,Remember all the fuss last August over the simple repetition of figures on 8/8/88?
0.2,0.8,0.0,-0.1901,These may be irrationalities but they have consequences.
0.0,1.0,0.0,0.0,Consider what happened yesterday in the New York Lottery.
0.091,0.69,0.22,0.4588,So many people bet on 6789 in the daily Win 4 game that the number was cut off at 8 A.M.
0.0,0.679,0.321,0.7964,"If there were any justice in the world, 6789 would have won, yielding $5,000 for a $1 bet."
0.0,1.0,0.0,0.0,That's enough to fly away on vacation.
0.0,0.339,0.661,0.4404,"Ideally, aboard a Lockheed L-1011."
0.181,0.671,0.149,-0.2732,Texas's already battered pride suffered a sharp new blow last year when word circulated that Japanese investors might be interested in buying the troubled Dallas Cowboys football team.
0.154,0.793,0.053,-0.6187,"Not only was there no billionaire Texan available to rescue this Texas institution, but ''America's Team'' - as the Cowboys styled themselves during the 1970's - was actually in danger of passing into the control of foreigners."
0.383,0.481,0.136,-0.7684,"A Japanese takeover never happened, but Texas pride may have suffered an even crueler reverse."
0.0,1.0,0.0,0.0,The Cowboys have been bought by an Arkansan.
0.0,1.0,0.0,0.0,"Jerry Jones, an oilman, plunked down an estimated $140 million for the team on Saturday."
0.084,0.916,0.0,-0.296,"Almost immediately he flew to Austin and informed Tom Landry, the Cowboys' only coach in their 29-year existence, that his services were no longer needed."
0.0,0.929,0.071,0.2263,"Then he hired Jimmy Johnson, his onetime college teammate from the University of Arkansas, away from the University of Miami to serve as Mr. Landry's successor."
0.0,0.776,0.224,0.3818,"The Cowboys, Mr. Jones made clear, were now his team."
0.127,0.746,0.127,0.0,"Thanks mainly to the prolonged woes of its oil industry, Texas has taken its lumps over the last decade."
0.098,0.902,0.0,-0.0772,But the Arkansas takeover of the Cowboys may be the toughest of all.
0.297,0.703,0.0,-0.5859,It's not that Texans have thought of Arkansans with contempt.
0.0,1.0,0.0,0.0,"It's that, for the most part, they simply haven't thought of them at all."
0.18,0.82,0.0,-0.296,But that's just one more luxury Texas can no longer afford.
0.0,1.0,0.0,0.0,"As any theatergoer knows, wristwatches have been beeping for several years now."
0.0,0.797,0.203,0.2584,"Doctors, business executives and messengers also beep without warning."
0.0,0.874,0.126,0.3818,Now a California company has introduced a wallet that beeps when credit cards aren't returned to their proper place in it.
0.134,0.796,0.07,-0.2584,"''You'll never leave your credit cards behind again,'' says the brochure for the $22.50 device."
0.08,0.92,0.0,-0.2924,A light sensor implanted in the wallet causes it to beep if the wallet is returned to its owner's pocket without the credit card in its place.
0.0,1.0,0.0,0.0,Will the idea catch on?
0.0,1.0,0.0,0.0,"A few years ago, ''un-losable'' key chains that beep in response to a whistle seemed inevitable."
0.146,0.755,0.099,-0.2354,Yet some who owned them quickly tired of their propensity to beep when not lost at all.
0.0,0.867,0.133,0.3818,The real breakthrough for credit cards would be a beeper that sounds off when the balance gets too high.
0.119,0.881,0.0,-0.3182,"RICO, the 1970 Racketeer Influenced Corrupt Organizations law, gave organized crime's victims a way to sue for civil redress."
0.265,0.545,0.191,-0.2263,"The idea was to motivate an army of victims to bring individual lawsuits, with the promise of triple damages."
0.266,0.615,0.119,-0.5574,The law has turned out to work better for people with complaints about consumer and conventional business fraud.
0.0,0.625,0.375,0.4939,That has prompted businesses to lobby Congress for relief.
0.232,0.635,0.134,-0.6142,"These ''reformers'' would reduce most damage awards to actual money losses, carve out new exemptions for securities and commodities frauds and make these changes retroactive, invalidating suits now in the courts."
0.0,0.542,0.458,0.4973,The existing RICO law doesn't lack problems.
0.284,0.577,0.139,-0.4588,A useful cosmetic fix would remove the ''racketeering'' label from litigation not based on mob-type violence.
0.13,0.87,0.0,-0.5574,Courts are already limiting the law by making it harder to base Federal RICO suits on a few illegal acts rather than a genuine pattern of illegality.
0.239,0.761,0.0,-0.296,But there's no need for more drastic change.
0.42,0.58,0.0,-0.4404,Reducing damages would reduce deterrence.
0.288,0.524,0.188,-0.4404,It makes no sense to exempt commodities and securities frauds when these seem rampant.
0.304,0.392,0.304,0.0,"Above all, retroactive relief is unfair."
0.0,1.0,0.0,0.0,"By going along with it, Congress would turn itself into a partial substitute for impartial courts."
0.0,0.859,0.141,0.3182,To hold a diverse Arab world collectively responsible for a single leader's misdeeds traduces an entire people.
0.0,1.0,0.0,0.0,American Jews have reason to be particularly sensitive about demonizing a Semitic people.
0.348,0.652,0.0,-0.7506,"In unthinking caricature, Arabs are portrayed either as demented terrorists or greedy oil sheiks."
0.353,0.647,0.0,-0.7964,This is a variation of the hateful depiction of Jews as rapacious bankers or sinister revolutionaries.
0.0,1.0,0.0,0.0,Anti-Semitism is anti-Semitism in both forms.
0.315,0.609,0.076,-0.6908,"In previous conflicts, America's defense of lofty principles has been shamed by intolerance at home."
0.215,0.662,0.123,-0.5994,"During World War I, bash-the-Hun hysteria reached absurd extremes as sauerkraut was renamed ''liberty cabbage'' and native dissenters like Eugene Debs were sent to jail."
0.252,0.748,0.0,-0.7506,Intolerance took a different turn in World War II when American citizens were confined in detention camps because of their Japanese origin.
0.137,0.769,0.094,-0.25,President Bush would speak for a wiser country by making plain that those who torment and defame Arab-Americans disgrace all Americans.
0.0,1.0,0.0,0.0,"Scenes from a stroll along the Fifth Avenue side of Central Park: Near 87th, stretched out on a bench, a ragged black man lay snoring."
0.0,1.0,0.0,0.0,"A thin white man, also ragged, watched him from behind a tree - with who-knows-what in mind."
0.0,1.0,0.0,0.0,Then he realized that he was being watched and bolted down the street.
0.172,0.828,0.0,-0.4019,"Near 85th, a short man in a plaid shirt shouted, ''You're the problem; you're the enemy.''"
0.0,1.0,0.0,0.0,"Then, as he drew closer, he said: ''Don't mind me. I'm crazy.''"
0.0,1.0,0.0,0.0,"Near 84th, a woman wearing a coat despite the heat held out a paper cup and croaked, ''Quarter for lunch? Quarter for lunch?''"
0.095,0.905,0.0,-0.3182,"Near 79th, sprawled awkwardly on the pavement against the park wall sat a frail older woman in a white linen suit with a Saks shopping bag."
0.596,0.404,0.0,-0.7096,Had she fallen and hurt herself?
0.0,0.597,0.403,0.4019,The instinct was to help.
0.508,0.492,0.0,-0.4767,But something seemed wrong.
0.167,0.833,0.0,-0.296,"The suit, though obviously expensive, was quite soiled. The bag was worn."
0.0,1.0,0.0,0.0,And her eyes stared vacantly as she picked and picked at a thread on her jacket.
0.0,1.0,0.0,0.0,Official policy is to provide such people community-based treatment rather than keep them in state mental hospitals.
0.125,0.875,0.0,-0.4588,"Yet there is all too little assistance actually available, leaving such unfortunate citizens only a choice of mass temporary shelters and the street."
0.0,1.0,0.0,0.0,"Plants bring color, usually green, into a room."
0.0,0.878,0.122,0.3612,"They bring companionship, as anyone can attest who has ever asked a begonia if she'd like another drink of water."
0.0,0.759,0.241,0.4215,"And, according to an article in The Times, some bring cleaner air as well."
0.0,1.0,0.0,0.0,"Chrysanthemums, for instance, have been found by National Aeronautics and Space Administration scientists to be ''superior'' at removing benzene from indoor air."
0.0,0.503,0.497,0.836,"Philodendrons are pretty good at it too, and easier to grow indoors."
0.0,0.756,0.244,0.4404,"The spider plant, another easy grower, takes in carbon monoxide."
0.0,1.0,0.0,0.0,Several others can reduce formaldehyde and nitrous oxide.
